txn_id,gateway_name,gateway_status,response_code,processing_time_ms,device_type,geo_location,processed_timestamp
30026,Stripe,SUCCESS,00,1063,Desktop,Mumbai,2024-01-01 15:45:26
30027,Stripe,FAILED,12,177,Desktop,Mumbai,2024-01-01 17:36:25
30028,BillDesk,SUCCESS,00,1421,ATM,Mumbai,2024-01-01 17:52:23
30029,BillDesk,SUCCESS,00,381,Desktop,Pune,2024-01-01 20:05:43
30030,PayU,SUCCESS,00,1206,ATM,Mumbai,2024-01-01 21:17:18
30031,Razorpay,SUCCESS,00,1247,ATM,Mumbai,2024-01-01 21:22:59
30032,BillDesk,FAILED,99,990,POS,Delhi,2024-01-01 22:49:20
30033,Razorpay,FAILED,99,715,ATM,Bangalore,2024-01-01 23:21:13
30034,Stripe,SUCCESS,00,930,POS,Chennai,2024-01-01 23:40:51
30035,Razorpay,SUCCESS,00,279,Desktop,Delhi,2024-01-02 00:22:08
30036,BillDesk,SUCCESS,00,251,Mobile,Chennai,2024-01-02 00:33:34
30037,Stripe,SUCCESS,00,1480,Mobile,Mumbai,2024-01-02 02:21:10
30038,BillDesk,PENDING,99,1059,POS,Mumbai,2024-01-02 04:02:13
30039,BillDesk,SUCCESS,00,541,Mobile,Bangalore,2024-01-02 04:55:56
30040,Stripe,SUCCESS,00,1236,Mobile,Delhi,2024-01-02 05:38:16
30041,BillDesk,SUCCESS,00,325,ATM,Bangalore,2024-01-02 06:58:12
30042,PayU,SUCCESS,00,1391,ATM,Bangalore,2024-01-02 11:01:13
30043,Stripe,SUCCESS,00,1149,Mobile,Mumbai,2024-01-02 12:15:48
30044,Razorpay,FAILED,12,364,ATM,Pune,2024-01-02 12:51:39
30045,BillDesk,SUCCESS,00,575,Mobile,Pune,2024-01-02 12:51:42
30046,PayU,SUCCESS,00,1434,POS,Bangalore,2024-01-02 13:42:12
30047,PayU,SUCCESS,00,218,Mobile,Bangalore,2024-01-02 13:56:40
30048,Stripe,SUCCESS,00,588,POS,Chennai,2024-01-02 14:02:49
30049,Stripe,SUCCESS,00,1365,ATM,Bangalore,2024-01-02 14:25:24
30050,Stripe,SUCCESS,00,718,Mobile,Bangalore,2024-01-02 15:17:23
30051,Stripe,SUCCESS,00,1111,ATM,Bangalore,2024-01-02 15:25:26
30052,Razorpay,SUCCESS,00,540,ATM,Chennai,2024-01-02 15:34:34
30053,Razorpay,SUCCESS,00,807,Mobile,Mumbai,2024-01-02 16:24:09
30054,Razorpay,FAILED,99,905,ATM,Pune,2024-01-02 20:12:15
30055,BillDesk,SUCCESS,00,733,POS,Mumbai,2024-01-02 21:05:52
30056,BillDesk,SUCCESS,00,109,ATM,Chennai,2024-01-02 21:26:34
30057,BillDesk,SUCCESS,00,700,Desktop,Chennai,2024-01-02 22:51:32
30058,Stripe,SUCCESS,00,792,Mobile,Delhi,2024-01-02 23:25:47
30059,Razorpay,FAILED,12,817,ATM,Pune,2024-01-03 00:12:56
30060,PayU,SUCCESS,00,375,Mobile,Pune,2024-01-03 00:28:43
30061,PayU,SUCCESS,00,1398,Mobile,Bangalore,2024-01-03 01:20:59
30062,PayU,SUCCESS,00,1428,Mobile,Mumbai,2024-01-03 01:43:08
30063,PayU,SUCCESS,00,927,POS,Mumbai,2024-01-03 01:50:11
30064,BillDesk,SUCCESS,00,180,ATM,Mumbai,2024-01-03 02:57:57
30065,BillDesk,SUCCESS,00,1385,Desktop,Pune,2024-01-03 03:32:59
30066,BillDesk,SUCCESS,00,527,Mobile,Chennai,2024-01-03 04:44:36
30067,BillDesk,SUCCESS,00,624,ATM,Chennai,2024-01-03 05:03:57
30068,Razorpay,SUCCESS,00,755,Desktop,Bangalore,2024-01-03 05:07:07
30069,Stripe,SUCCESS,00,284,Mobile,Delhi,2024-01-03 05:45:35
30070,PayU,SUCCESS,00,886,Desktop,Pune,2024-01-03 05:58:59
30071,BillDesk,SUCCESS,00,316,POS,Delhi,2024-01-03 06:09:09
30072,BillDesk,SUCCESS,00,1007,POS,Mumbai,2024-01-03 07:38:51
30073,Stripe,SUCCESS,00,131,ATM,Mumbai,2024-01-03 09:00:08
30074,BillDesk,SUCCESS,00,1083,ATM,Chennai,2024-01-03 09:32:28
30075,BillDesk,SUCCESS,00,847,Mobile,Chennai,2024-01-03 09:57:51
30076,Razorpay,SUCCESS,00,1021,ATM,Delhi,2024-01-03 10:34:27
30077,PayU,SUCCESS,00,467,Desktop,Bangalore,2024-01-03 10:34:28
30078,BillDesk,SUCCESS,00,435,ATM,Chennai,2024-01-03 10:59:14
30079,Razorpay,SUCCESS,00,384,Mobile,Pune,2024-01-03 11:56:00
30080,Razorpay,SUCCESS,00,1211,POS,Pune,2024-01-03 11:57:22
30081,Razorpay,SUCCESS,00,778,POS,Delhi,2024-01-03 12:28:19
30082,Stripe,SUCCESS,00,1411,POS,Mumbai,2024-01-03 13:04:07
30083,BillDesk,SUCCESS,00,1080,POS,Mumbai,2024-01-03 13:40:43
30084,BillDesk,SUCCESS,00,791,POS,Bangalore,2024-01-03 14:28:16
30085,PayU,SUCCESS,00,686,Desktop,Mumbai,2024-01-03 14:29:44
30086,Razorpay,SUCCESS,00,755,POS,Delhi,2024-01-03 14:59:14
30087,BillDesk,SUCCESS,00,1100,Desktop,Chennai,2024-01-03 15:11:10
30088,PayU,SUCCESS,00,1441,POS,Bangalore,2024-01-03 17:45:27
30089,PayU,SUCCESS,00,995,Desktop,Bangalore,2024-01-03 18:13:56
30090,Razorpay,SUCCESS,00,1485,Desktop,Pune,2024-01-03 18:23:41
30091,BillDesk,SUCCESS,00,169,ATM,Bangalore,2024-01-03 19:29:17
30092,Stripe,SUCCESS,00,1489,Desktop,Mumbai,2024-01-03 22:36:59
30093,BillDesk,SUCCESS,00,1493,ATM,Bangalore,2024-01-03 22:44:28
30094,PayU,SUCCESS,00,759,Desktop,Chennai,2024-01-03 23:10:44
30095,BillDesk,SUCCESS,00,790,Mobile,Mumbai,2024-01-03 23:12:10
30096,Razorpay,SUCCESS,00,353,Mobile,Delhi,2024-01-04 00:12:22
30097,BillDesk,FAILED,05,1341,Desktop,Pune,2024-01-04 00:32:08
30098,PayU,SUCCESS,00,812,ATM,Delhi,2024-01-04 01:09:22
30099,Razorpay,SUCCESS,00,455,Mobile,Bangalore,2024-01-04 01:25:03
30100,Stripe,SUCCESS,00,521,Mobile,Mumbai,2024-01-04 01:25:59
30101,Razorpay,SUCCESS,00,661,ATM,Mumbai,2024-01-04 02:14:29
30102,Stripe,SUCCESS,00,546,Mobile,Chennai,2024-01-04 02:22:39
30103,PayU,SUCCESS,00,1116,Desktop,Delhi,2024-01-04 02:24:07
30104,PayU,SUCCESS,00,647,POS,Pune,2024-01-04 02:28:32
30105,Razorpay,SUCCESS,00,403,ATM,Chennai,2024-01-04 02:47:05
30106,PayU,SUCCESS,00,402,ATM,Mumbai,2024-01-04 02:47:08
30107,Razorpay,SUCCESS,00,997,ATM,Delhi,2024-01-04 03:03:12
30108,PayU,SUCCESS,00,1245,POS,Chennai,2024-01-04 03:55:02
30109,Razorpay,SUCCESS,00,1200,POS,Chennai,2024-01-04 03:55:07
30110,Stripe,SUCCESS,00,123,ATM,Chennai,2024-01-04 04:32:37
30111,Razorpay,SUCCESS,00,807,POS,Chennai,2024-01-04 05:33:05
30112,BillDesk,PENDING,05,605,Mobile,Bangalore,2024-01-04 06:38:07
30113,Razorpay,SUCCESS,00,145,ATM,Bangalore,2024-01-04 06:39:04
30114,Stripe,SUCCESS,00,1359,ATM,Chennai,2024-01-04 06:46:09
30115,Razorpay,SUCCESS,00,1172,Mobile,Mumbai,2024-01-04 06:51:45
30116,Stripe,SUCCESS,00,909,POS,Chennai,2024-01-04 07:47:27
30117,Razorpay,SUCCESS,00,804,Desktop,Pune,2024-01-04 08:14:33
30118,Razorpay,SUCCESS,00,775,Mobile,Chennai,2024-01-04 09:01:14
30119,Razorpay,SUCCESS,00,1018,POS,Pune,2024-01-04 09:03:46
30120,Razorpay,SUCCESS,00,531,ATM,Bangalore,2024-01-04 10:22:34
30121,PayU,SUCCESS,00,418,Mobile,Delhi,2024-01-04 10:36:44
30122,Razorpay,SUCCESS,00,344,ATM,Bangalore,2024-01-04 11:44:08
30123,Razorpay,FAILED,99,950,ATM,Bangalore,2024-01-04 13:02:57
30124,Stripe,SUCCESS,00,461,Mobile,Chennai,2024-01-04 13:03:14
30125,PayU,SUCCESS,00,1280,ATM,Mumbai,2024-01-04 13:27:24
30126,PayU,SUCCESS,00,735,POS,Bangalore,2024-01-04 13:31:02
30127,Razorpay,SUCCESS,00,835,ATM,Chennai,2024-01-04 14:24:56
30128,Stripe,FAILED,99,931,POS,Pune,2024-01-04 15:49:44
30129,PayU,SUCCESS,00,810,ATM,Mumbai,2024-01-04 16:30:54
30130,Stripe,SUCCESS,00,276,Desktop,Delhi,2024-01-04 16:44:28
30131,Stripe,SUCCESS,00,914,POS,Bangalore,2024-01-04 17:46:46
30132,Razorpay,SUCCESS,00,1410,Desktop,Mumbai,2024-01-04 18:51:52
30133,Stripe,SUCCESS,00,322,ATM,Chennai,2024-01-04 19:38:20
30134,Razorpay,SUCCESS,00,1342,Mobile,Mumbai,2024-01-04 20:06:33
30135,BillDesk,SUCCESS,00,1340,Mobile,Bangalore,2024-01-04 20:16:39
30136,Stripe,SUCCESS,00,469,ATM,Pune,2024-01-04 21:37:38
30137,PayU,SUCCESS,00,1242,Desktop,Mumbai,2024-01-04 21:54:27
30138,Razorpay,SUCCESS,00,1467,Desktop,Pune,2024-01-04 22:54:37
30139,Stripe,SUCCESS,00,1204,POS,Delhi,2024-01-04 23:30:11
30140,Stripe,SUCCESS,00,1357,Desktop,Chennai,2024-01-05 00:00:43
30141,PayU,FAILED,12,714,Mobile,Chennai,2024-01-05 01:54:48
30142,Stripe,SUCCESS,00,652,ATM,Chennai,2024-01-05 02:50:29
30143,Razorpay,SUCCESS,00,228,Mobile,Chennai,2024-01-05 03:13:48
30144,PayU,SUCCESS,00,925,Mobile,Pune,2024-01-05 04:45:45
30145,PayU,SUCCESS,00,378,Desktop,Pune,2024-01-05 05:51:52
30146,Stripe,SUCCESS,00,171,ATM,Delhi,2024-01-05 06:34:21
30147,Stripe,SUCCESS,00,1053,Desktop,Delhi,2024-01-05 07:02:21
30148,BillDesk,FAILED,05,1410,ATM,Delhi,2024-01-05 07:59:50
30149,BillDesk,SUCCESS,00,695,Desktop,Pune,2024-01-05 09:45:57
30150,Razorpay,SUCCESS,00,150,POS,Mumbai,2024-01-05 10:21:57
30151,Razorpay,SUCCESS,00,574,ATM,Delhi,2024-01-05 10:43:59
30152,Stripe,SUCCESS,00,1115,Mobile,Bangalore,2024-01-05 10:48:31
30153,Stripe,SUCCESS,00,1120,Mobile,Delhi,2024-01-05 11:33:09
30154,BillDesk,SUCCESS,00,257,Desktop,Pune,2024-01-05 11:44:22
30155,Razorpay,SUCCESS,00,1252,Desktop,Mumbai,2024-01-05 11:52:52
30156,BillDesk,FAILED,99,693,POS,Delhi,2024-01-05 12:07:57
30157,BillDesk,SUCCESS,00,677,POS,Mumbai,2024-01-05 13:31:30
30158,PayU,SUCCESS,00,387,ATM,Delhi,2024-01-05 14:03:57
30159,Razorpay,SUCCESS,00,585,POS,Chennai,2024-01-05 14:57:16
30160,BillDesk,SUCCESS,00,645,Desktop,Delhi,2024-01-05 15:24:45
30161,PayU,SUCCESS,00,835,Mobile,Pune,2024-01-05 17:18:45
30162,BillDesk,SUCCESS,00,1327,Desktop,Delhi,2024-01-05 17:40:17
30163,Stripe,SUCCESS,00,390,ATM,Bangalore,2024-01-05 18:18:35
30164,BillDesk,SUCCESS,00,1116,POS,Bangalore,2024-01-05 18:28:14
30165,BillDesk,SUCCESS,00,489,Mobile,Chennai,2024-01-05 18:58:19
30166,BillDesk,FAILED,99,261,POS,Delhi,2024-01-05 19:05:58
30167,BillDesk,SUCCESS,00,705,POS,Chennai,2024-01-05 19:37:49
30168,PayU,SUCCESS,00,309,Desktop,Chennai,2024-01-05 20:12:48
30169,PayU,SUCCESS,00,1039,ATM,Pune,2024-01-05 20:15:18
30170,BillDesk,SUCCESS,00,238,ATM,Bangalore,2024-01-05 20:29:25
30171,PayU,SUCCESS,00,1086,ATM,Delhi,2024-01-05 21:44:35
30172,PayU,SUCCESS,00,705,ATM,Pune,2024-01-05 22:05:23
30173,PayU,SUCCESS,00,1057,ATM,Pune,2024-01-05 22:14:18
30174,Stripe,SUCCESS,00,537,Mobile,Pune,2024-01-05 22:39:14
30175,Stripe,SUCCESS,00,743,ATM,Mumbai,2024-01-05 23:42:40
30176,Razorpay,SUCCESS,00,1157,POS,Mumbai,2024-01-05 23:54:11
30177,PayU,SUCCESS,00,371,Mobile,Delhi,2024-01-06 00:16:56
30178,Razorpay,SUCCESS,00,754,Mobile,Mumbai,2024-01-06 00:23:55
30179,Stripe,SUCCESS,00,723,POS,Mumbai,2024-01-06 01:59:41
30180,Razorpay,SUCCESS,00,478,POS,Bangalore,2024-01-06 02:13:31
30181,Razorpay,FAILED,05,1191,POS,Mumbai,2024-01-06 02:19:02
30182,BillDesk,SUCCESS,00,827,POS,Bangalore,2024-01-06 03:06:02
30183,Stripe,SUCCESS,00,1105,Mobile,Mumbai,2024-01-06 03:34:43
30184,Razorpay,SUCCESS,00,720,POS,Pune,2024-01-06 07:24:19
30185,Stripe,SUCCESS,00,1129,POS,Pune,2024-01-06 07:26:38
30186,PayU,FAILED,12,203,POS,Chennai,2024-01-06 07:40:10
30187,BillDesk,SUCCESS,00,1357,Desktop,Pune,2024-01-06 07:46:30
30188,PayU,FAILED,99,370,POS,Bangalore,2024-01-06 08:14:28
30189,PayU,SUCCESS,00,516,ATM,Bangalore,2024-01-06 08:31:24
30190,BillDesk,SUCCESS,00,285,Mobile,Bangalore,2024-01-06 10:42:17
30191,PayU,SUCCESS,00,1206,Mobile,Mumbai,2024-01-06 11:10:56
30192,Stripe,SUCCESS,00,989,POS,Delhi,2024-01-06 11:58:16
30193,PayU,SUCCESS,00,1215,ATM,Chennai,2024-01-06 12:20:10
30194,BillDesk,SUCCESS,00,890,Desktop,Pune,2024-01-06 12:33:31
30195,Stripe,SUCCESS,00,395,ATM,Chennai,2024-01-06 12:59:32
30196,Stripe,SUCCESS,00,648,ATM,Mumbai,2024-01-06 13:02:50
30197,BillDesk,SUCCESS,00,1280,ATM,Delhi,2024-01-06 13:39:35
30198,BillDesk,SUCCESS,00,1140,POS,Chennai,2024-01-06 14:14:33
30199,BillDesk,SUCCESS,00,1141,Desktop,Pune,2024-01-06 14:47:23
30200,BillDesk,SUCCESS,00,401,Desktop,Mumbai,2024-01-06 14:53:45
30201,PayU,FAILED,05,170,ATM,Delhi,2024-01-06 15:18:29
30202,Razorpay,SUCCESS,00,1013,Mobile,Pune,2024-01-06 16:53:58
30203,Stripe,SUCCESS,00,1152,Mobile,Delhi,2024-01-06 16:54:51
30204,PayU,FAILED,99,1405,Desktop,Delhi,2024-01-06 17:37:56
30205,BillDesk,SUCCESS,00,532,Mobile,Chennai,2024-01-06 17:44:05
30206,BillDesk,SUCCESS,00,871,Mobile,Bangalore,2024-01-06 17:53:05
30207,Stripe,SUCCESS,00,1114,POS,Bangalore,2024-01-06 18:31:14
30208,Stripe,PENDING,99,427,Desktop,Bangalore,2024-01-06 18:39:25
30209,Stripe,SUCCESS,00,1426,Mobile,Bangalore,2024-01-06 18:50:17
30210,BillDesk,SUCCESS,00,1451,ATM,Bangalore,2024-01-06 20:17:01
30211,BillDesk,SUCCESS,00,1338,POS,Delhi,2024-01-06 20:18:40
30212,PayU,SUCCESS,00,684,Desktop,Mumbai,2024-01-06 20:20:35
30213,Razorpay,PENDING,12,671,ATM,Chennai,2024-01-06 20:31:33
30214,BillDesk,SUCCESS,00,515,POS,Delhi,2024-01-06 20:40:32
30215,Stripe,SUCCESS,00,1164,POS,Chennai,2024-01-06 20:43:53
30216,Razorpay,SUCCESS,00,730,POS,Bangalore,2024-01-06 21:26:39
30217,Stripe,PENDING,05,1159,ATM,Pune,2024-01-06 21:45:09
30218,Razorpay,SUCCESS,00,888,Desktop,Bangalore,2024-01-06 22:08:43
30219,Razorpay,SUCCESS,00,925,POS,Chennai,2024-01-06 22:40:58
30220,Razorpay,SUCCESS,00,353,Mobile,Delhi,2024-01-06 22:55:04
30221,PayU,SUCCESS,00,221,Mobile,Delhi,2024-01-06 23:43:00
30222,PayU,SUCCESS,00,761,ATM,Bangalore,2024-01-07 00:25:00
30223,Razorpay,SUCCESS,00,566,ATM,Chennai,2024-01-07 00:42:41
30224,Stripe,SUCCESS,00,803,Desktop,Pune,2024-01-07 04:21:38
30225,Razorpay,SUCCESS,00,1160,Mobile,Delhi,2024-01-07 04:50:58
30226,Razorpay,SUCCESS,00,850,Desktop,Pune,2024-01-07 04:56:25
30227,BillDesk,SUCCESS,00,1139,Mobile,Bangalore,2024-01-07 05:39:52
30228,PayU,SUCCESS,00,1344,POS,Mumbai,2024-01-07 05:47:42
30229,Stripe,FAILED,05,167,POS,Delhi,2024-01-07 06:31:09
30230,Razorpay,SUCCESS,00,137,ATM,Bangalore,2024-01-07 07:00:36
30231,BillDesk,SUCCESS,00,134,Desktop,Bangalore,2024-01-07 07:53:09
30232,BillDesk,PENDING,99,1109,Desktop,Pune,2024-01-07 08:00:53
30233,PayU,SUCCESS,00,612,ATM,Bangalore,2024-01-07 08:30:27
30234,BillDesk,SUCCESS,00,1011,Desktop,Pune,2024-01-07 09:25:58
30235,BillDesk,SUCCESS,00,175,Mobile,Delhi,2024-01-07 09:41:48
30236,Razorpay,SUCCESS,00,480,POS,Delhi,2024-01-07 09:54:06
30237,BillDesk,SUCCESS,00,794,Desktop,Chennai,2024-01-07 10:00:54
30238,Razorpay,SUCCESS,00,248,ATM,Mumbai,2024-01-07 10:34:50
30239,PayU,SUCCESS,00,1123,POS,Delhi,2024-01-07 13:10:28
30240,BillDesk,FAILED,99,662,ATM,Mumbai,2024-01-07 14:46:18
30241,BillDesk,SUCCESS,00,890,POS,Chennai,2024-01-07 15:06:57
30242,Stripe,SUCCESS,00,519,Desktop,Delhi,2024-01-07 16:03:55
30243,Razorpay,SUCCESS,00,481,POS,Pune,2024-01-07 17:09:40
30244,PayU,SUCCESS,00,594,ATM,Bangalore,2024-01-07 17:12:34
30245,Razorpay,SUCCESS,00,1062,POS,Mumbai,2024-01-07 17:40:29
30246,Stripe,SUCCESS,00,1377,Mobile,Bangalore,2024-01-07 17:47:42
30247,Razorpay,SUCCESS,00,756,Desktop,Mumbai,2024-01-07 18:42:04
30248,PayU,SUCCESS,00,405,Mobile,Chennai,2024-01-07 18:46:52
30249,Stripe,SUCCESS,00,1306,Mobile,Delhi,2024-01-07 19:06:30
30250,Razorpay,SUCCESS,00,952,ATM,Chennai,2024-01-07 19:39:10
30251,Razorpay,SUCCESS,00,1255,Mobile,Chennai,2024-01-07 19:53:29
30252,PayU,SUCCESS,00,1055,Mobile,Mumbai,2024-01-07 20:33:47
30253,Stripe,SUCCESS,00,737,POS,Bangalore,2024-01-07 20:52:21
30254,PayU,SUCCESS,00,827,ATM,Pune,2024-01-07 21:04:30
30255,Razorpay,SUCCESS,00,562,POS,Bangalore,2024-01-07 21:24:04
30256,Razorpay,SUCCESS,00,259,Mobile,Chennai,2024-01-07 21:29:37
30257,Stripe,SUCCESS,00,794,POS,Pune,2024-01-07 22:30:59
30258,Razorpay,SUCCESS,00,695,ATM,Pune,2024-01-07 22:34:07
30259,Stripe,SUCCESS,00,747,POS,Delhi,2024-01-07 22:41:45
30260,PayU,SUCCESS,00,1365,ATM,Pune,2024-01-07 23:10:36
30261,PayU,FAILED,05,764,ATM,Mumbai,2024-01-07 23:39:24
30262,Stripe,SUCCESS,00,789,Mobile,Bangalore,2024-01-07 23:52:09
30263,Razorpay,SUCCESS,00,1369,ATM,Pune,2024-01-07 23:58:15
30264,PayU,SUCCESS,00,873,Mobile,Pune,2024-01-08 00:01:55
30265,Razorpay,SUCCESS,00,162,POS,Bangalore,2024-01-08 00:12:24
30266,BillDesk,SUCCESS,00,1195,Mobile,Bangalore,2024-01-08 00:24:36
30267,Stripe,SUCCESS,00,426,POS,Mumbai,2024-01-08 00:24:48
30268,Razorpay,SUCCESS,00,471,Mobile,Bangalore,2024-01-08 02:13:38
30269,PayU,FAILED,12,281,POS,Delhi,2024-01-08 03:05:29
30270,PayU,SUCCESS,00,207,Desktop,Delhi,2024-01-08 04:39:47
30271,PayU,SUCCESS,00,851,ATM,Pune,2024-01-08 05:23:10
30272,BillDesk,SUCCESS,00,547,Mobile,Delhi,2024-01-08 06:20:45
30273,PayU,SUCCESS,00,599,POS,Mumbai,2024-01-08 07:42:06
30274,Razorpay,SUCCESS,00,444,ATM,Chennai,2024-01-08 08:18:23
30275,PayU,FAILED,05,964,ATM,Chennai,2024-01-08 08:51:34
30276,PayU,FAILED,05,951,Mobile,Pune,2024-01-08 08:56:38
30277,Razorpay,SUCCESS,00,767,POS,Delhi,2024-01-08 10:02:05
30278,BillDesk,SUCCESS,00,757,POS,Mumbai,2024-01-08 10:20:29
30279,Razorpay,SUCCESS,00,1202,Mobile,Bangalore,2024-01-08 10:34:45
30280,Stripe,SUCCESS,00,883,POS,Bangalore,2024-01-08 10:36:03
30281,BillDesk,SUCCESS,00,364,POS,Chennai,2024-01-08 10:47:23
30282,Stripe,SUCCESS,00,327,Desktop,Delhi,2024-01-08 11:03:15
30283,BillDesk,SUCCESS,00,336,Mobile,Delhi,2024-01-08 11:44:28
30284,PayU,SUCCESS,00,872,ATM,Bangalore,2024-01-08 13:17:06
30285,Stripe,SUCCESS,00,1266,POS,Delhi,2024-01-08 13:26:04
30286,Stripe,SUCCESS,00,412,POS,Delhi,2024-01-08 13:48:42
30287,Razorpay,SUCCESS,00,756,POS,Bangalore,2024-01-08 14:08:38
30288,PayU,SUCCESS,00,329,ATM,Delhi,2024-01-08 14:57:15
30289,Razorpay,SUCCESS,00,707,Desktop,Chennai,2024-01-08 17:40:07
30290,BillDesk,SUCCESS,00,294,Mobile,Bangalore,2024-01-08 17:43:23
30291,Razorpay,SUCCESS,00,1073,POS,Delhi,2024-01-08 18:00:21
30292,Stripe,SUCCESS,00,840,Mobile,Delhi,2024-01-08 18:06:37
30293,Stripe,SUCCESS,00,930,POS,Pune,2024-01-08 18:11:36
30294,PayU,SUCCESS,00,466,Mobile,Bangalore,2024-01-08 19:22:53
30295,Stripe,SUCCESS,00,1023,POS,Bangalore,2024-01-08 20:40:28
30296,Stripe,SUCCESS,00,1309,Mobile,Bangalore,2024-01-08 20:52:38
30297,BillDesk,FAILED,99,547,Desktop,Chennai,2024-01-08 21:50:27
30298,Stripe,SUCCESS,00,608,ATM,Bangalore,2024-01-08 22:06:32
30299,Stripe,SUCCESS,00,882,POS,Delhi,2024-01-08 22:09:19
30300,BillDesk,SUCCESS,00,1001,Desktop,Chennai,2024-01-08 22:30:44
30301,PayU,SUCCESS,00,1336,POS,Mumbai,2024-01-08 23:07:50
30302,Razorpay,SUCCESS,00,164,Desktop,Bangalore,2024-01-08 23:43:35
30303,PayU,SUCCESS,00,338,ATM,Mumbai,2024-01-09 00:12:10
30304,Stripe,SUCCESS,00,1466,POS,Chennai,2024-01-09 00:16:52
30305,PayU,SUCCESS,00,215,Mobile,Delhi,2024-01-09 00:59:45
30306,BillDesk,SUCCESS,00,995,ATM,Delhi,2024-01-09 01:27:02
30307,BillDesk,SUCCESS,00,1257,Mobile,Delhi,2024-01-09 01:49:29
30308,PayU,FAILED,99,254,Desktop,Bangalore,2024-01-09 01:59:13
30309,PayU,SUCCESS,00,160,POS,Mumbai,2024-01-09 02:12:17
30310,Razorpay,SUCCESS,00,434,POS,Pune,2024-01-09 02:23:16
30311,BillDesk,SUCCESS,00,1468,Mobile,Pune,2024-01-09 03:21:28
30312,Stripe,SUCCESS,00,523,POS,Pune,2024-01-09 03:39:51
30313,PayU,SUCCESS,00,1155,Desktop,Pune,2024-01-09 04:06:12
30314,Stripe,SUCCESS,00,400,POS,Pune,2024-01-09 04:41:40
30315,Stripe,SUCCESS,00,1458,ATM,Bangalore,2024-01-09 04:42:26
30316,BillDesk,SUCCESS,00,1468,Mobile,Delhi,2024-01-09 05:17:09
30317,Razorpay,SUCCESS,00,540,Mobile,Mumbai,2024-01-09 05:23:33
30318,BillDesk,SUCCESS,00,1269,Mobile,Delhi,2024-01-09 06:20:52
30319,BillDesk,SUCCESS,00,1085,POS,Chennai,2024-01-09 06:23:08
30320,Razorpay,SUCCESS,00,406,ATM,Bangalore,2024-01-09 06:52:40
30321,PayU,SUCCESS,00,823,Desktop,Pune,2024-01-09 07:55:33
30322,Razorpay,SUCCESS,00,636,ATM,Pune,2024-01-09 08:01:20
30323,Stripe,SUCCESS,00,1383,Mobile,Chennai,2024-01-09 08:06:26
30324,Stripe,SUCCESS,00,449,ATM,Chennai,2024-01-09 08:50:16
30325,Razorpay,SUCCESS,00,436,Mobile,Pune,2024-01-09 08:52:22
30326,PayU,SUCCESS,00,482,Desktop,Pune,2024-01-09 09:54:46
30327,BillDesk,SUCCESS,00,824,POS,Mumbai,2024-01-09 09:57:18
30328,PayU,SUCCESS,00,1445,POS,Pune,2024-01-09 10:47:30
30329,PayU,SUCCESS,00,1458,Desktop,Pune,2024-01-09 10:56:11
30330,Stripe,SUCCESS,00,450,Desktop,Chennai,2024-01-09 10:56:19
30331,Stripe,SUCCESS,00,1030,Mobile,Mumbai,2024-01-09 11:38:01
30332,Stripe,SUCCESS,00,1222,ATM,Pune,2024-01-09 12:00:20
