txn_id,gateway_name,gateway_status,response_code,processing_time_ms,device_type,geo_location,processed_timestamp
45041,PayU,SUCCESS,00,588,Desktop,Mumbai,2025-02-01 05:22:38
45042,BillDesk,SUCCESS,00,223,Mobile,Chennai,2025-02-01 05:24:15
45043,Razorpay,SUCCESS,00,517,Mobile,Delhi,2025-02-01 05:24:39
45044,BillDesk,SUCCESS,00,958,Desktop,Chennai,2025-02-01 05:27:17
45045,PayU,SUCCESS,00,933,ATM,Pune,2025-02-01 05:33:10
45046,BillDesk,SUCCESS,00,813,ATM,Bangalore,2025-02-01 05:37:14
45047,PayU,SUCCESS,00,1118,POS,Mumbai,2025-02-01 05:58:02
45048,Stripe,SUCCESS,00,163,ATM,Delhi,2025-02-01 05:59:44
45049,PayU,SUCCESS,00,1227,Desktop,Mumbai,2025-02-01 06:02:43
45050,Stripe,SUCCESS,00,1068,POS,Mumbai,2025-02-01 06:20:18
45051,Razorpay,SUCCESS,00,763,Mobile,Delhi,2025-02-01 06:20:42
45052,Stripe,SUCCESS,00,975,Desktop,Bangalore,2025-02-01 06:22:08
45053,Razorpay,SUCCESS,00,1276,POS,Mumbai,2025-02-01 06:40:22
45054,PayU,SUCCESS,00,566,Desktop,Pune,2025-02-01 06:48:24
45055,PayU,SUCCESS,00,519,POS,Bangalore,2025-02-01 06:48:45
45056,Stripe,SUCCESS,00,160,Desktop,Delhi,2025-02-01 06:51:43
45057,PayU,SUCCESS,00,891,Mobile,Mumbai,2025-02-01 06:56:38
45058,Razorpay,FAILED,12,1369,POS,Delhi,2025-02-01 07:01:37
45059,Razorpay,FAILED,12,954,POS,Chennai,2025-02-01 07:03:42
45060,Razorpay,SUCCESS,00,1354,Desktop,Bangalore,2025-02-01 07:20:38
45061,BillDesk,SUCCESS,00,1105,Mobile,Bangalore,2025-02-01 07:36:17
45062,Razorpay,SUCCESS,00,796,Desktop,Mumbai,2025-02-01 07:41:21
45063,PayU,SUCCESS,00,406,ATM,Bangalore,2025-02-01 07:59:12
45064,Razorpay,SUCCESS,00,948,ATM,Bangalore,2025-02-01 08:04:31
45065,Razorpay,SUCCESS,00,448,Desktop,Mumbai,2025-02-01 08:08:49
45066,Stripe,SUCCESS,00,774,Mobile,Bangalore,2025-02-01 08:25:03
45067,Razorpay,SUCCESS,00,1194,ATM,Bangalore,2025-02-01 08:27:13
45068,Razorpay,SUCCESS,00,1464,ATM,Pune,2025-02-01 08:51:21
45069,Stripe,SUCCESS,00,315,POS,Mumbai,2025-02-01 09:21:39
45070,Stripe,SUCCESS,00,808,Desktop,Pune,2025-02-01 09:25:50
45071,PayU,SUCCESS,00,1130,ATM,Mumbai,2025-02-01 09:31:23
45072,Razorpay,SUCCESS,00,940,Mobile,Pune,2025-02-01 09:41:22
45073,Stripe,SUCCESS,00,1006,Desktop,Mumbai,2025-02-01 09:49:58
45074,Stripe,SUCCESS,00,470,Mobile,Pune,2025-02-01 09:51:02
45075,PayU,SUCCESS,00,755,Desktop,Bangalore,2025-02-01 10:00:20
45076,BillDesk,SUCCESS,00,1223,Mobile,Chennai,2025-02-01 10:01:51
45077,BillDesk,SUCCESS,00,168,Mobile,Pune,2025-02-01 10:02:41
45078,PayU,SUCCESS,00,1299,POS,Bangalore,2025-02-01 10:06:44
45079,PayU,SUCCESS,00,747,Desktop,Delhi,2025-02-01 10:35:18
45080,Stripe,SUCCESS,00,368,ATM,Chennai,2025-02-01 10:48:45
45081,PayU,SUCCESS,00,488,ATM,Bangalore,2025-02-01 10:51:21
45082,BillDesk,SUCCESS,00,879,Mobile,Delhi,2025-02-01 10:54:54
45083,Stripe,FAILED,05,962,Mobile,Mumbai,2025-02-01 11:08:53
45084,Stripe,SUCCESS,00,1417,Desktop,Chennai,2025-02-01 11:35:19
45085,Stripe,SUCCESS,00,1476,Mobile,Pune,2025-02-01 11:42:22
45086,Stripe,SUCCESS,00,1005,ATM,Bangalore,2025-02-01 11:51:22
45087,BillDesk,SUCCESS,00,1037,ATM,Chennai,2025-02-01 11:51:56
45088,Stripe,SUCCESS,00,1094,POS,Mumbai,2025-02-01 11:58:06
45089,PayU,SUCCESS,00,932,Desktop,Delhi,2025-02-01 11:59:53
45090,BillDesk,SUCCESS,00,706,Desktop,Pune,2025-02-01 12:06:11
45091,Razorpay,PENDING,12,399,Desktop,Pune,2025-02-01 12:09:52
45092,Razorpay,SUCCESS,00,314,Mobile,Mumbai,2025-02-01 12:13:30
45093,Stripe,FAILED,05,1439,Mobile,Mumbai,2025-02-01 12:18:51
45094,BillDesk,SUCCESS,00,883,ATM,Mumbai,2025-02-01 12:45:33
45095,Stripe,SUCCESS,00,752,Mobile,Chennai,2025-02-01 13:04:35
45096,Razorpay,SUCCESS,00,363,ATM,Bangalore,2025-02-01 13:04:57
45097,Stripe,SUCCESS,00,1286,Desktop,Mumbai,2025-02-01 13:09:26
45098,Stripe,PENDING,99,115,Mobile,Chennai,2025-02-01 13:11:18
45099,Razorpay,SUCCESS,00,968,Mobile,Bangalore,2025-02-01 13:13:55
45100,PayU,SUCCESS,00,1380,Mobile,Delhi,2025-02-01 13:15:54
45101,Razorpay,SUCCESS,00,319,Desktop,Chennai,2025-02-01 13:23:49
45102,BillDesk,SUCCESS,00,515,POS,Bangalore,2025-02-01 13:26:33
45103,BillDesk,SUCCESS,00,1178,POS,Pune,2025-02-01 13:40:18
45104,Stripe,SUCCESS,00,1352,ATM,Chennai,2025-02-01 13:47:51
45105,PayU,SUCCESS,00,1056,Mobile,Pune,2025-02-01 14:05:10
45106,PayU,SUCCESS,00,747,Desktop,Bangalore,2025-02-01 14:05:50
45107,Stripe,SUCCESS,00,848,Mobile,Delhi,2025-02-01 14:07:45
45108,PayU,SUCCESS,00,1344,Mobile,Mumbai,2025-02-01 14:15:15
45109,Razorpay,SUCCESS,00,1214,POS,Pune,2025-02-01 14:17:12
45110,PayU,SUCCESS,00,1254,Mobile,Delhi,2025-02-01 14:19:23
45111,Stripe,SUCCESS,00,1083,Desktop,Mumbai,2025-02-01 14:21:57
45112,Stripe,SUCCESS,00,870,Desktop,Mumbai,2025-02-01 14:25:53
45113,Razorpay,SUCCESS,00,424,POS,Mumbai,2025-02-01 14:33:40
45114,Stripe,PENDING,12,731,ATM,Mumbai,2025-02-01 14:40:25
45115,Razorpay,SUCCESS,00,163,Mobile,Chennai,2025-02-01 14:57:16
45116,BillDesk,SUCCESS,00,714,Desktop,Mumbai,2025-02-01 14:59:25
45117,Stripe,SUCCESS,00,1315,Mobile,Delhi,2025-02-01 14:59:36
45118,BillDesk,FAILED,12,1064,POS,Delhi,2025-02-01 15:01:25
45119,PayU,FAILED,12,636,Mobile,Chennai,2025-02-01 15:13:32
45120,Razorpay,FAILED,12,950,POS,Chennai,2025-02-01 15:30:26
45121,Stripe,SUCCESS,00,530,ATM,Bangalore,2025-02-01 15:36:18
45122,Stripe,SUCCESS,00,661,Desktop,Chennai,2025-02-01 15:44:49
45123,BillDesk,SUCCESS,00,1234,ATM,Mumbai,2025-02-01 15:54:14
45124,Stripe,SUCCESS,00,101,Desktop,Mumbai,2025-02-01 15:54:52
45125,BillDesk,SUCCESS,00,700,Desktop,Delhi,2025-02-01 16:20:31
45126,PayU,SUCCESS,00,442,Desktop,Pune,2025-02-01 16:37:34
45127,PayU,SUCCESS,00,544,Mobile,Chennai,2025-02-01 16:38:36
45128,BillDesk,SUCCESS,00,1016,POS,Bangalore,2025-02-01 16:41:52
45129,PayU,SUCCESS,00,239,POS,Pune,2025-02-01 16:47:08
45130,Razorpay,SUCCESS,00,315,POS,Pune,2025-02-01 16:47:50
45131,BillDesk,SUCCESS,00,1364,POS,Delhi,2025-02-01 16:48:15
45132,PayU,SUCCESS,00,239,POS,Mumbai,2025-02-01 17:16:51
45133,PayU,SUCCESS,00,663,ATM,Chennai,2025-02-01 17:18:14
45134,PayU,SUCCESS,00,564,Mobile,Delhi,2025-02-01 17:32:13
45135,BillDesk,SUCCESS,00,920,POS,Pune,2025-02-01 17:33:07
45136,Razorpay,SUCCESS,00,274,Desktop,Mumbai,2025-02-01 17:35:21
45137,Razorpay,SUCCESS,00,1304,Desktop,Mumbai,2025-02-01 17:38:32
45138,Stripe,SUCCESS,00,1250,POS,Bangalore,2025-02-01 17:40:35
45139,PayU,SUCCESS,00,210,POS,Delhi,2025-02-01 18:06:44
45140,Stripe,SUCCESS,00,551,Mobile,Chennai,2025-02-01 18:17:02
45141,Razorpay,SUCCESS,00,692,Mobile,Bangalore,2025-02-01 18:17:38
45142,Razorpay,FAILED,99,885,Mobile,Pune,2025-02-01 18:27:59
45143,BillDesk,SUCCESS,00,986,Desktop,Delhi,2025-02-01 18:30:32
45144,Razorpay,SUCCESS,00,1306,ATM,Pune,2025-02-01 18:36:56
45145,PayU,FAILED,99,544,ATM,Pune,2025-02-01 18:48:30
45146,Stripe,SUCCESS,00,1136,Mobile,Pune,2025-02-01 18:53:34
45147,BillDesk,SUCCESS,00,331,POS,Delhi,2025-02-01 18:54:29
45148,Razorpay,SUCCESS,00,891,ATM,Mumbai,2025-02-01 19:00:14
45149,PayU,SUCCESS,00,573,Desktop,Mumbai,2025-02-01 19:01:28
45150,Stripe,SUCCESS,00,255,POS,Mumbai,2025-02-01 19:03:33
45151,PayU,SUCCESS,00,1162,POS,Pune,2025-02-01 19:15:54
45152,PayU,SUCCESS,00,786,POS,Mumbai,2025-02-01 19:16:35
45153,BillDesk,SUCCESS,00,961,POS,Mumbai,2025-02-01 19:46:50
45154,PayU,SUCCESS,00,1028,Mobile,Bangalore,2025-02-01 19:46:53
45155,BillDesk,SUCCESS,00,868,Desktop,Delhi,2025-02-01 19:46:58
45156,BillDesk,SUCCESS,00,1213,Desktop,Mumbai,2025-02-01 19:49:36
45157,BillDesk,SUCCESS,00,1148,Mobile,Delhi,2025-02-01 19:52:10
45158,Razorpay,SUCCESS,00,324,ATM,Pune,2025-02-01 20:02:08
45159,Razorpay,SUCCESS,00,1492,ATM,Pune,2025-02-01 20:16:06
45160,PayU,SUCCESS,00,673,ATM,Mumbai,2025-02-01 20:16:10
45161,BillDesk,SUCCESS,00,612,ATM,Mumbai,2025-02-01 20:16:53
45162,BillDesk,SUCCESS,00,1306,Mobile,Mumbai,2025-02-01 20:24:03
45163,Stripe,SUCCESS,00,799,ATM,Bangalore,2025-02-01 20:43:39
45164,BillDesk,SUCCESS,00,528,POS,Pune,2025-02-01 20:48:20
45165,PayU,SUCCESS,00,409,Mobile,Delhi,2025-02-01 20:48:32
45166,Razorpay,SUCCESS,00,1307,Mobile,Delhi,2025-02-01 20:54:23
45167,BillDesk,SUCCESS,00,327,ATM,Mumbai,2025-02-01 20:57:02
45168,BillDesk,SUCCESS,00,238,Desktop,Delhi,2025-02-01 21:15:16
45169,BillDesk,SUCCESS,00,408,Mobile,Pune,2025-02-01 21:15:57
45170,Razorpay,SUCCESS,00,1388,Mobile,Delhi,2025-02-01 21:23:45
45171,PayU,SUCCESS,00,323,ATM,Chennai,2025-02-01 21:27:58
45172,Stripe,SUCCESS,00,779,Mobile,Delhi,2025-02-01 21:32:50
45173,Razorpay,SUCCESS,00,143,POS,Bangalore,2025-02-01 21:35:36
45174,BillDesk,SUCCESS,00,1197,Mobile,Mumbai,2025-02-01 21:39:21
45175,Razorpay,SUCCESS,00,746,POS,Mumbai,2025-02-01 21:40:12
45176,Stripe,SUCCESS,00,857,POS,Delhi,2025-02-01 21:50:14
45177,BillDesk,SUCCESS,00,965,Mobile,Bangalore,2025-02-01 22:02:44
45178,Stripe,SUCCESS,00,1076,Desktop,Chennai,2025-02-01 22:06:22
45179,Stripe,SUCCESS,00,1046,Desktop,Pune,2025-02-01 22:09:22
45180,BillDesk,FAILED,05,1333,Mobile,Pune,2025-02-01 22:13:00
45181,Razorpay,SUCCESS,00,1189,Mobile,Mumbai,2025-02-01 22:20:20
45182,Razorpay,SUCCESS,00,513,POS,Mumbai,2025-02-01 22:36:42
45183,PayU,SUCCESS,00,519,POS,Delhi,2025-02-01 23:09:22
45184,PayU,SUCCESS,00,1203,ATM,Chennai,2025-02-01 23:18:03
45185,BillDesk,SUCCESS,00,280,ATM,Mumbai,2025-02-01 23:24:03
45186,BillDesk,SUCCESS,00,917,ATM,Chennai,2025-02-01 23:24:22
45187,Stripe,SUCCESS,00,296,ATM,Mumbai,2025-02-01 23:27:16
45188,PayU,SUCCESS,00,755,POS,Delhi,2025-02-01 23:30:14
45189,PayU,SUCCESS,00,813,Mobile,Mumbai,2025-02-01 23:34:04
45190,Razorpay,FAILED,99,1249,POS,Bangalore,2025-02-01 23:34:09
45191,Razorpay,SUCCESS,00,411,ATM,Bangalore,2025-02-01 23:42:54
45192,Stripe,SUCCESS,00,1036,ATM,Pune,2025-02-02 00:05:57
45193,Stripe,SUCCESS,00,525,Desktop,Chennai,2025-02-02 00:09:34
45194,Stripe,SUCCESS,00,312,Desktop,Pune,2025-02-02 00:11:24
45195,BillDesk,SUCCESS,00,606,ATM,Mumbai,2025-02-02 00:15:28
45196,PayU,SUCCESS,00,289,ATM,Bangalore,2025-02-02 00:22:44
45197,BillDesk,SUCCESS,00,889,Desktop,Delhi,2025-02-02 00:23:52
45198,BillDesk,SUCCESS,00,1362,ATM,Chennai,2025-02-02 00:24:28
45199,Stripe,SUCCESS,00,614,Desktop,Mumbai,2025-02-02 00:32:02
45200,Stripe,SUCCESS,00,288,POS,Chennai,2025-02-02 00:46:43
45201,BillDesk,SUCCESS,00,535,ATM,Pune,2025-02-02 00:55:42
45202,BillDesk,SUCCESS,00,526,POS,Delhi,2025-02-02 00:59:20
45203,Stripe,FAILED,05,1377,ATM,Bangalore,2025-02-02 01:01:51
45204,PayU,SUCCESS,00,106,Desktop,Bangalore,2025-02-02 01:04:20
45205,Stripe,SUCCESS,00,1429,Desktop,Delhi,2025-02-02 01:09:56
45206,BillDesk,SUCCESS,00,101,Mobile,Mumbai,2025-02-02 01:21:31
45207,PayU,SUCCESS,00,100,Desktop,Bangalore,2025-02-02 01:26:28
45208,Razorpay,PENDING,12,471,Desktop,Pune,2025-02-02 01:29:51
45209,BillDesk,SUCCESS,00,452,Desktop,Mumbai,2025-02-02 01:39:17
45210,Stripe,SUCCESS,00,442,POS,Pune,2025-02-02 01:41:09
45211,Razorpay,SUCCESS,00,233,Desktop,Bangalore,2025-02-02 01:44:21
45212,Stripe,SUCCESS,00,783,Mobile,Delhi,2025-02-02 01:46:18
45213,BillDesk,SUCCESS,00,513,POS,Mumbai,2025-02-02 02:05:23
45214,Stripe,SUCCESS,00,1285,ATM,Chennai,2025-02-02 02:08:08
45215,Stripe,SUCCESS,00,142,POS,Pune,2025-02-02 02:25:22
45216,Stripe,PENDING,05,100,Desktop,Delhi,2025-02-02 02:48:50
45217,Razorpay,SUCCESS,00,449,ATM,Bangalore,2025-02-02 02:59:33
45218,PayU,SUCCESS,00,742,Mobile,Bangalore,2025-02-02 03:00:29
45219,PayU,SUCCESS,00,591,Mobile,Delhi,2025-02-02 03:03:03
45220,Razorpay,SUCCESS,00,1232,POS,Pune,2025-02-02 03:08:07
45221,BillDesk,SUCCESS,00,824,Mobile,Chennai,2025-02-02 03:14:37
45222,Razorpay,SUCCESS,00,655,ATM,Bangalore,2025-02-02 03:15:30
45223,BillDesk,SUCCESS,00,334,ATM,Mumbai,2025-02-02 03:16:47
45224,PayU,SUCCESS,00,747,Mobile,Bangalore,2025-02-02 03:37:42
45225,PayU,SUCCESS,00,1253,POS,Chennai,2025-02-02 03:45:40
45226,Stripe,SUCCESS,00,1424,Mobile,Delhi,2025-02-02 03:58:48
45227,Stripe,SUCCESS,00,410,POS,Chennai,2025-02-02 04:19:33
45228,Stripe,SUCCESS,00,1486,POS,Delhi,2025-02-02 04:29:56
45229,PayU,SUCCESS,00,728,Desktop,Pune,2025-02-02 04:37:05
45230,Razorpay,SUCCESS,00,775,ATM,Mumbai,2025-02-02 04:40:21
45231,Razorpay,SUCCESS,00,351,Desktop,Mumbai,2025-02-02 04:50:13
45232,BillDesk,FAILED,12,1360,ATM,Mumbai,2025-02-02 04:53:29
45233,Razorpay,SUCCESS,00,1300,ATM,Bangalore,2025-02-02 04:54:26
45234,Razorpay,SUCCESS,00,223,Desktop,Mumbai,2025-02-02 05:01:24
45235,PayU,SUCCESS,00,655,Desktop,Delhi,2025-02-02 05:04:03
45236,Razorpay,FAILED,05,785,Mobile,Mumbai,2025-02-02 05:11:52
45237,PayU,SUCCESS,00,312,POS,Mumbai,2025-02-02 05:23:19
45238,BillDesk,SUCCESS,00,1047,Mobile,Delhi,2025-02-02 05:24:16
45239,Razorpay,SUCCESS,00,1417,POS,Mumbai,2025-02-02 05:28:26
45240,BillDesk,SUCCESS,00,1428,ATM,Mumbai,2025-02-02 05:30:42
45241,BillDesk,SUCCESS,00,972,Mobile,Chennai,2025-02-02 05:34:50
45242,Razorpay,SUCCESS,00,1319,Mobile,Delhi,2025-02-02 05:40:19
45243,Stripe,SUCCESS,00,212,ATM,Chennai,2025-02-02 05:58:06
45244,Stripe,SUCCESS,00,325,POS,Chennai,2025-02-02 05:59:38
45245,Stripe,SUCCESS,00,498,ATM,Mumbai,2025-02-02 06:05:47
45246,BillDesk,SUCCESS,00,240,Mobile,Bangalore,2025-02-02 06:07:49
45247,PayU,SUCCESS,00,775,Desktop,Mumbai,2025-02-02 06:09:19
45248,Razorpay,SUCCESS,00,1005,Mobile,Delhi,2025-02-02 06:09:39
45249,BillDesk,SUCCESS,00,424,Desktop,Chennai,2025-02-02 06:26:53
45250,Razorpay,SUCCESS,00,483,Desktop,Delhi,2025-02-02 06:35:30
45251,PayU,SUCCESS,00,297,Mobile,Delhi,2025-02-02 06:43:58
45252,Stripe,SUCCESS,00,943,ATM,Chennai,2025-02-02 06:50:06
45253,Stripe,SUCCESS,00,338,Mobile,Bangalore,2025-02-02 07:05:45
45254,Stripe,SUCCESS,00,1014,Mobile,Delhi,2025-02-02 07:17:06
45255,PayU,SUCCESS,00,467,Mobile,Bangalore,2025-02-02 07:25:51
45256,PayU,SUCCESS,00,132,POS,Pune,2025-02-02 07:28:32
45257,BillDesk,PENDING,99,1167,POS,Bangalore,2025-02-02 07:38:26
45258,Razorpay,PENDING,99,902,ATM,Delhi,2025-02-02 07:58:16
45259,Stripe,SUCCESS,00,1287,Mobile,Mumbai,2025-02-02 08:07:43
45260,PayU,SUCCESS,00,1099,ATM,Mumbai,2025-02-02 08:14:28
45261,Razorpay,SUCCESS,00,1325,ATM,Mumbai,2025-02-02 08:16:13
45262,Razorpay,SUCCESS,00,1193,POS,Mumbai,2025-02-02 08:37:06
45263,Razorpay,SUCCESS,00,463,ATM,Chennai,2025-02-02 08:38:27
45264,PayU,SUCCESS,00,1308,POS,Bangalore,2025-02-02 08:48:15
45265,Razorpay,SUCCESS,00,766,ATM,Mumbai,2025-02-02 08:55:10
45266,Razorpay,SUCCESS,00,1096,POS,Mumbai,2025-02-02 08:57:00
45267,BillDesk,SUCCESS,00,1370,POS,Mumbai,2025-02-02 08:58:31
45268,BillDesk,SUCCESS,00,1122,ATM,Chennai,2025-02-02 09:03:36
45269,PayU,SUCCESS,00,446,Desktop,Chennai,2025-02-02 09:05:42
45270,BillDesk,SUCCESS,00,404,Mobile,Chennai,2025-02-02 09:13:13
45271,Razorpay,SUCCESS,00,1092,POS,Pune,2025-02-02 09:21:17
45272,BillDesk,SUCCESS,00,1342,Desktop,Mumbai,2025-02-02 09:23:06
45273,Stripe,SUCCESS,00,645,Desktop,Pune,2025-02-02 09:40:01
45274,BillDesk,SUCCESS,00,1236,ATM,Mumbai,2025-02-02 10:08:34
45275,Stripe,SUCCESS,00,175,POS,Pune,2025-02-02 10:08:58
45276,PayU,SUCCESS,00,781,Mobile,Bangalore,2025-02-02 10:33:07
45277,Razorpay,SUCCESS,00,839,Desktop,Mumbai,2025-02-02 10:45:50
45278,Stripe,SUCCESS,00,364,ATM,Chennai,2025-02-02 10:47:31
45279,Razorpay,SUCCESS,00,1122,Mobile,Chennai,2025-02-02 10:52:58
45280,Razorpay,SUCCESS,00,1052,POS,Delhi,2025-02-02 10:53:47
45281,Razorpay,SUCCESS,00,974,ATM,Bangalore,2025-02-02 10:54:13
45282,PayU,SUCCESS,00,922,Desktop,Pune,2025-02-02 10:58:08
45283,PayU,SUCCESS,00,1172,Desktop,Chennai,2025-02-02 11:06:18
45284,PayU,SUCCESS,00,503,Mobile,Mumbai,2025-02-02 11:09:12
45285,BillDesk,SUCCESS,00,500,ATM,Chennai,2025-02-02 11:44:47
45286,BillDesk,SUCCESS,00,1042,ATM,Bangalore,2025-02-02 11:53:12
45287,PayU,SUCCESS,00,1119,Mobile,Chennai,2025-02-02 11:55:44
45288,PayU,SUCCESS,00,481,ATM,Mumbai,2025-02-02 11:55:53
45289,BillDesk,SUCCESS,00,395,ATM,Bangalore,2025-02-02 12:05:13
45290,Stripe,SUCCESS,00,328,ATM,Pune,2025-02-02 12:14:23
45291,BillDesk,SUCCESS,00,494,ATM,Bangalore,2025-02-02 12:22:27
45292,PayU,SUCCESS,00,771,ATM,Bangalore,2025-02-02 12:25:49
45293,Razorpay,SUCCESS,00,902,Mobile,Mumbai,2025-02-02 12:33:38
45294,Stripe,SUCCESS,00,143,POS,Pune,2025-02-02 12:34:52
45295,Razorpay,SUCCESS,00,687,ATM,Pune,2025-02-02 12:40:28
45296,Stripe,SUCCESS,00,1301,ATM,Chennai,2025-02-02 13:06:07
45297,Razorpay,SUCCESS,00,1211,ATM,Delhi,2025-02-02 13:08:07
45298,Stripe,SUCCESS,00,1429,Mobile,Bangalore,2025-02-02 13:27:42
45299,BillDesk,SUCCESS,00,422,Desktop,Pune,2025-02-02 13:31:35
45300,BillDesk,SUCCESS,00,880,Mobile,Delhi,2025-02-02 13:36:52
45301,Razorpay,SUCCESS,00,450,Mobile,Bangalore,2025-02-02 13:58:46
45302,BillDesk,FAILED,12,705,Desktop,Chennai,2025-02-02 14:06:14
45303,BillDesk,SUCCESS,00,791,Mobile,Pune,2025-02-02 14:34:58
45304,PayU,SUCCESS,00,1230,POS,Delhi,2025-02-02 14:37:39
45305,PayU,SUCCESS,00,1213,Desktop,Bangalore,2025-02-02 14:45:59
45306,PayU,FAILED,05,211,Desktop,Chennai,2025-02-02 15:10:23
45307,Stripe,SUCCESS,00,471,ATM,Pune,2025-02-02 15:21:11
45308,Stripe,FAILED,99,1070,Mobile,Delhi,2025-02-02 15:28:06
45309,Stripe,SUCCESS,00,210,Mobile,Mumbai,2025-02-02 15:29:02
45310,Stripe,SUCCESS,00,1132,POS,Delhi,2025-02-02 15:33:48
45311,Razorpay,SUCCESS,00,267,Desktop,Mumbai,2025-02-02 15:35:39
45312,PayU,FAILED,99,282,Desktop,Chennai,2025-02-02 15:58:24
45313,PayU,SUCCESS,00,987,Desktop,Delhi,2025-02-02 16:00:21
45314,PayU,SUCCESS,00,640,Desktop,Pune,2025-02-02 16:07:27
45315,Stripe,SUCCESS,00,717,Mobile,Mumbai,2025-02-02 16:14:51
45316,PayU,SUCCESS,00,217,POS,Chennai,2025-02-02 16:34:09
45317,BillDesk,SUCCESS,00,937,Mobile,Mumbai,2025-02-02 16:51:20
45318,BillDesk,SUCCESS,00,300,ATM,Pune,2025-02-02 16:58:41
45319,Razorpay,SUCCESS,00,335,Mobile,Bangalore,2025-02-02 17:32:45
45320,PayU,FAILED,12,185,Mobile,Mumbai,2025-02-02 17:44:41
45321,BillDesk,SUCCESS,00,449,Desktop,Mumbai,2025-02-02 18:13:40
45322,BillDesk,SUCCESS,00,692,ATM,Pune,2025-02-02 18:16:23
45323,PayU,SUCCESS,00,1325,POS,Chennai,2025-02-02 18:20:31
45324,BillDesk,SUCCESS,00,1321,POS,Delhi,2025-02-02 18:22:03
45325,Stripe,SUCCESS,00,900,POS,Bangalore,2025-02-02 18:27:47
45326,Stripe,SUCCESS,00,125,Desktop,Pune,2025-02-02 18:33:07
45327,PayU,SUCCESS,00,927,Mobile,Bangalore,2025-02-02 18:43:51
45328,PayU,SUCCESS,00,250,ATM,Bangalore,2025-02-02 19:07:43
45329,BillDesk,SUCCESS,00,106,Desktop,Pune,2025-02-02 19:16:42
45330,Stripe,SUCCESS,00,844,Mobile,Bangalore,2025-02-02 19:23:02
45331,BillDesk,SUCCESS,00,773,POS,Mumbai,2025-02-02 19:25:50
