customer_id,credit_score,risk_grade,external_active_loans,external_overdue_amount,bureau_pull_date
4592,782,MEDIUM,2,0,2025-02-15
1704,670,MEDIUM,2,0,2025-02-15
2201,781,LOW,2,0,2025-02-15
4487,635,MEDIUM,1,0,2025-02-15
5218,808,HIGH,4,0,2025-02-15
5266,580,HIGH,3,0,2025-02-15
4423,643,LOW,1,0,2025-02-15
5432,534,LOW,1,0,2025-02-15
2891,609,MEDIUM,0,0,2025-02-15
5974,451,HIGH,2,0,2025-02-15
3586,701,LOW,1,0,2025-02-15
5495,643,MEDIUM,2,0,2025-02-15
5891,466,LOW,1,0,2025-02-15
5151,319,MEDIUM,2,5000,2025-02-15
3267,717,LOW,2,0,2025-02-15
5359,796,MEDIUM,0,0,2025-02-15
5659,672,LOW,3,0,2025-02-15
5022,330,LOW,1,0,2025-02-15
1744,790,MEDIUM,0,0,2025-02-15
5815,355,LOW,4,0,2025-02-15
5827,664,LOW,1,0,2025-02-15
5762,302,HIGH,2,0,2025-02-15
5911,352,MEDIUM,0,5000,2025-02-15
5380,572,LOW,2,0,2025-02-15
5306,709,MEDIUM,0,0,2025-02-15
1784,649,MEDIUM,1,0,2025-02-15
5073,659,LOW,2,5000,2025-02-15
2831,709,LOW,0,0,2025-02-15
5905,554,HIGH,0,0,2025-02-15
3751,619,MEDIUM,2,0,2025-02-15
5450,847,HIGH,1,0,2025-02-15
5054,397,LOW,2,0,2025-02-15
1669,704,MEDIUM,1,0,2025-02-15
5428,764,MEDIUM,1,0,2025-02-15
5076,527,MEDIUM,2,0,2025-02-15
5304,668,MEDIUM,0,0,2025-02-15
5514,799,MEDIUM,0,0,2025-02-15
1581,793,LOW,0,0,2025-02-15
5331,811,MEDIUM,0,0,2025-02-15
5852,782,MEDIUM,4,0,2025-02-15
2109,844,LOW,2,0,2025-02-15
5505,362,LOW,2,0,2025-02-15
5839,349,HIGH,4,0,2025-02-15
5987,802,HIGH,4,0,2025-02-15
5833,574,MEDIUM,2,0,2025-02-15
5873,617,HIGH,2,5000,2025-02-15
1615,626,LOW,1,0,2025-02-15
5236,473,MEDIUM,0,0,2025-02-15
4973,678,MEDIUM,0,0,2025-02-15
5152,488,MEDIUM,3,0,2025-02-15
2294,702,MEDIUM,0,0,2025-02-15
3987,707,MEDIUM,0,0,2025-02-15
5272,577,LOW,3,0,2025-02-15
5741,801,HIGH,0,0,2025-02-15
5016,380,HIGH,1,0,2025-02-15
5042,733,LOW,2,0,2025-02-15
5783,797,HIGH,2,0,2025-02-15
5004,425,HIGH,3,0,2025-02-15
5233,470,HIGH,2,0,2025-02-15
5439,847,LOW,3,0,2025-02-15
5106,771,HIGH,1,0,2025-02-15
5890,354,HIGH,1,5000,2025-02-15
5564,770,LOW,2,0,2025-02-15
5390,713,MEDIUM,0,0,2025-02-15
4098,708,MEDIUM,2,0,2025-02-15
5507,789,LOW,3,0,2025-02-15
5583,701,HIGH,0,0,2025-02-15
2151,776,MEDIUM,0,0,2025-02-15
5673,353,LOW,3,0,2025-02-15
3323,839,MEDIUM,0,0,2025-02-15
2839,726,MEDIUM,0,0,2025-02-15
5499,301,LOW,0,0,2025-02-15
1527,810,MEDIUM,1,0,2025-02-15
5710,428,MEDIUM,2,0,2025-02-15
5581,332,MEDIUM,4,0,2025-02-15
5779,606,HIGH,2,0,2025-02-15
4809,847,MEDIUM,0,0,2025-02-15
5401,451,HIGH,4,0,2025-02-15
5504,669,LOW,3,0,2025-02-15
3345,843,LOW,1,0,2025-02-15
4971,821,LOW,2,0,2025-02-15
1722,657,LOW,2,0,2025-02-15
5118,320,HIGH,0,0,2025-02-15
4936,621,LOW,0,0,2025-02-15
3316,779,MEDIUM,0,0,2025-02-15
2167,796,LOW,2,0,2025-02-15
5417,576,LOW,4,0,2025-02-15
5096,418,HIGH,2,0,2025-02-15
3432,708,LOW,1,0,2025-02-15
5950,621,LOW,4,0,2025-02-15
5443,656,LOW,1,0,2025-02-15
5628,370,MEDIUM,0,0,2025-02-15
3975,803,LOW,2,0,2025-02-15
3995,821,LOW,1,0,2025-02-15
5913,430,HIGH,2,0,2025-02-15
5104,595,LOW,0,0,2025-02-15
5093,742,HIGH,2,0,2025-02-15
5184,564,HIGH,1,0,2025-02-15
3895,782,LOW,1,0,2025-02-15
5545,751,LOW,0,5000,2025-02-15
5554,311,HIGH,0,0,2025-02-15
3410,794,LOW,2,0,2025-02-15
5158,634,LOW,2,0,2025-02-15
4903,665,MEDIUM,0,0,2025-02-15
5239,685,MEDIUM,1,0,2025-02-15
5664,825,HIGH,4,0,2025-02-15
5431,708,LOW,4,0,2025-02-15
5601,774,MEDIUM,1,5000,2025-02-15
5598,838,HIGH,3,5000,2025-02-15
5597,741,MEDIUM,0,0,2025-02-15
5400,570,HIGH,4,0,2025-02-15
2566,758,MEDIUM,0,0,2025-02-15
4465,689,LOW,0,0,2025-02-15
4246,747,LOW,1,0,2025-02-15
5457,358,HIGH,4,0,2025-02-15
5418,775,HIGH,4,0,2025-02-15
4314,726,LOW,2,0,2025-02-15
5582,727,LOW,2,0,2025-02-15
5473,346,MEDIUM,0,0,2025-02-15
5654,506,LOW,2,0,2025-02-15
3016,745,LOW,0,0,2025-02-15
1120,711,LOW,0,0,2025-02-15
5880,347,MEDIUM,0,0,2025-02-15
1768,829,LOW,0,0,2025-02-15
1835,799,LOW,0,0,2025-02-15
5303,316,LOW,0,0,2025-02-15
5477,535,MEDIUM,0,0,2025-02-15
5077,480,HIGH,3,0,2025-02-15
5124,582,HIGH,2,5000,2025-02-15
5165,788,HIGH,3,0,2025-02-15
5610,366,HIGH,0,0,2025-02-15
2607,751,MEDIUM,1,0,2025-02-15
5533,376,HIGH,2,0,2025-02-15
4759,833,MEDIUM,1,0,2025-02-15
2533,846,LOW,0,0,2025-02-15
5973,446,HIGH,1,5000,2025-02-15
1953,778,MEDIUM,2,0,2025-02-15
2943,738,MEDIUM,1,0,2025-02-15
2110,627,LOW,0,0,2025-02-15
5573,311,MEDIUM,0,0,2025-02-15
2172,685,LOW,0,0,2025-02-15
3871,804,LOW,0,0,2025-02-15
5255,467,MEDIUM,2,0,2025-02-15
5725,795,LOW,1,0,2025-02-15
3568,757,MEDIUM,0,0,2025-02-15
4466,786,LOW,2,0,2025-02-15
1016,821,LOW,2,0,2025-02-15
5771,774,LOW,3,0,2025-02-15
5527,463,MEDIUM,4,5000,2025-02-15
3659,735,MEDIUM,1,0,2025-02-15
5720,452,MEDIUM,3,0,2025-02-15
5984,835,HIGH,4,0,2025-02-15
5863,324,HIGH,1,5000,2025-02-15
5460,708,LOW,3,0,2025-02-15
5055,547,MEDIUM,2,0,2025-02-15
2696,707,MEDIUM,0,0,2025-02-15
1717,779,LOW,0,0,2025-02-15
5770,532,HIGH,1,5000,2025-02-15
5242,512,LOW,2,5000,2025-02-15
5110,773,MEDIUM,0,0,2025-02-15
4786,664,LOW,0,0,2025-02-15
3782,672,MEDIUM,0,0,2025-02-15
2331,731,LOW,2,0,2025-02-15
5079,617,MEDIUM,0,5000,2025-02-15
5929,522,MEDIUM,4,5000,2025-02-15
5870,830,MEDIUM,4,0,2025-02-15
5134,493,MEDIUM,1,0,2025-02-15
2537,788,LOW,2,0,2025-02-15
5030,787,LOW,2,5000,2025-02-15
1070,756,LOW,1,0,2025-02-15
3578,620,LOW,1,0,2025-02-15
5150,469,LOW,3,0,2025-02-15
5486,832,HIGH,1,0,2025-02-15
3031,630,MEDIUM,1,0,2025-02-15
3142,627,MEDIUM,2,0,2025-02-15
5855,765,MEDIUM,3,0,2025-02-15
5660,734,MEDIUM,1,0,2025-02-15
3240,842,LOW,1,0,2025-02-15
5558,337,LOW,2,0,2025-02-15
5193,843,HIGH,2,0,2025-02-15
3495,797,MEDIUM,1,0,2025-02-15
2993,624,LOW,1,0,2025-02-15
5729,442,LOW,3,0,2025-02-15
5160,780,MEDIUM,2,0,2025-02-15
5997,453,LOW,4,5000,2025-02-15
5922,509,LOW,3,0,2025-02-15
5491,659,MEDIUM,4,0,2025-02-15
5658,379,HIGH,2,5000,2025-02-15
5515,556,MEDIUM,0,0,2025-02-15
5671,845,MEDIUM,4,0,2025-02-15
5640,559,LOW,4,0,2025-02-15
2029,685,LOW,0,0,2025-02-15
5743,838,MEDIUM,4,0,2025-02-15
3993,650,LOW,2,0,2025-02-15
5133,390,LOW,2,5000,2025-02-15
3125,674,MEDIUM,0,0,2025-02-15
5421,711,LOW,4,0,2025-02-15
3851,745,MEDIUM,1,0,2025-02-15
3115,833,LOW,0,0,2025-02-15
5394,600,MEDIUM,4,0,2025-02-15
4590,694,LOW,2,0,2025-02-15
5391,770,MEDIUM,1,5000,2025-02-15
5340,333,MEDIUM,3,5000,2025-02-15
5618,712,LOW,1,5000,2025-02-15
1956,749,MEDIUM,1,0,2025-02-15
5273,381,LOW,4,0,2025-02-15
5829,530,HIGH,3,0,2025-02-15
4849,792,MEDIUM,2,0,2025-02-15
5594,747,LOW,3,5000,2025-02-15
3427,815,LOW,1,0,2025-02-15
5238,697,LOW,1,0,2025-02-15
5577,722,LOW,0,0,2025-02-15
5132,500,HIGH,4,5000,2025-02-15
5869,842,HIGH,3,0,2025-02-15
5560,433,HIGH,1,5000,2025-02-15
4320,679,MEDIUM,1,0,2025-02-15
5119,520,MEDIUM,1,0,2025-02-15
3900,750,LOW,1,0,2025-02-15
5571,393,HIGH,1,0,2025-02-15
5910,391,MEDIUM,2,5000,2025-02-15
3558,600,MEDIUM,0,0,2025-02-15
5670,456,MEDIUM,4,0,2025-02-15
5993,561,HIGH,3,5000,2025-02-15
1737,799,MEDIUM,2,0,2025-02-15
5924,608,LOW,2,0,2025-02-15
5773,346,MEDIUM,4,0,2025-02-15
5310,699,HIGH,2,0,2025-02-15
2094,608,LOW,0,0,2025-02-15
5687,364,HIGH,4,5000,2025-02-15
5714,453,MEDIUM,1,0,2025-02-15
5886,572,LOW,4,0,2025-02-15
2352,614,MEDIUM,1,0,2025-02-15
4913,649,MEDIUM,0,0,2025-02-15
2365,624,LOW,2,0,2025-02-15
1552,665,LOW,2,0,2025-02-15
5355,576,HIGH,1,5000,2025-02-15
5551,565,LOW,4,0,2025-02-15
5268,331,LOW,4,0,2025-02-15
4408,768,LOW,0,0,2025-02-15
1097,730,LOW,2,0,2025-02-15
4565,737,LOW,2,0,2025-02-15
5374,723,MEDIUM,1,0,2025-02-15
5362,762,HIGH,1,0,2025-02-15
5977,516,MEDIUM,4,0,2025-02-15
4866,634,LOW,1,0,2025-02-15
5503,779,MEDIUM,1,5000,2025-02-15
5883,808,MEDIUM,4,0,2025-02-15
5578,714,LOW,2,0,2025-02-15
2382,827,LOW,2,0,2025-02-15
5810,617,MEDIUM,1,0,2025-02-15
4739,707,MEDIUM,2,0,2025-02-15
5622,747,LOW,0,5000,2025-02-15
1209,639,MEDIUM,2,0,2025-02-15
5611,403,HIGH,4,5000,2025-02-15
4602,701,MEDIUM,0,0,2025-02-15
5562,715,LOW,4,0,2025-02-15
5248,759,MEDIUM,4,0,2025-02-15
4491,827,MEDIUM,2,0,2025-02-15
5101,379,MEDIUM,4,0,2025-02-15
5357,532,MEDIUM,0,0,2025-02-15
5600,505,HIGH,4,5000,2025-02-15
3649,760,MEDIUM,2,0,2025-02-15
5187,597,MEDIUM,0,0,2025-02-15
5496,700,MEDIUM,4,5000,2025-02-15
5260,638,MEDIUM,2,0,2025-02-15
5031,605,HIGH,3,0,2025-02-15
5420,698,LOW,3,0,2025-02-15
1354,830,MEDIUM,1,0,2025-02-15
5302,648,MEDIUM,0,0,2025-02-15
5522,322,HIGH,4,5000,2025-02-15
5349,803,MEDIUM,2,0,2025-02-15
5966,736,MEDIUM,4,0,2025-02-15
5163,784,HIGH,1,0,2025-02-15
4044,654,MEDIUM,2,0,2025-02-15
1918,622,MEDIUM,2,0,2025-02-15
5730,325,MEDIUM,2,0,2025-02-15
4974,781,MEDIUM,2,0,2025-02-15
5882,488,HIGH,1,5000,2025-02-15
1188,697,MEDIUM,0,0,2025-02-15
1251,831,LOW,1,0,2025-02-15
5466,402,LOW,3,0,2025-02-15
5599,846,LOW,4,5000,2025-02-15
5161,565,HIGH,1,5000,2025-02-15
2808,629,MEDIUM,0,0,2025-02-15
1396,747,LOW,0,0,2025-02-15
3281,701,LOW,0,0,2025-02-15
4733,765,MEDIUM,2,0,2025-02-15
5791,535,LOW,4,0,2025-02-15
4955,748,MEDIUM,1,0,2025-02-15
3297,743,LOW,1,0,2025-02-15
5341,390,HIGH,0,0,2025-02-15
5264,715,HIGH,3,0,2025-02-15
5006,436,LOW,2,0,2025-02-15
5129,572,MEDIUM,1,0,2025-02-15
1492,691,LOW,0,0,2025-02-15
5103,796,MEDIUM,3,0,2025-02-15
3383,649,MEDIUM,2,0,2025-02-15
3169,733,MEDIUM,0,0,2025-02-15
5531,687,LOW,3,0,2025-02-15
1211,678,LOW,0,0,2025-02-15
5384,484,LOW,2,0,2025-02-15
5506,754,MEDIUM,3,5000,2025-02-15
5343,326,HIGH,2,0,2025-02-15
5626,600,LOW,1,0,2025-02-15
3967,798,LOW,1,0,2025-02-15
5281,697,MEDIUM,1,0,2025-02-15
5253,831,MEDIUM,0,5000,2025-02-15
5809,494,MEDIUM,4,0,2025-02-15
5823,825,LOW,4,5000,2025-02-15
4704,743,LOW,0,0,2025-02-15
5807,350,HIGH,1,0,2025-02-15
5813,338,MEDIUM,4,5000,2025-02-15
5897,707,HIGH,0,0,2025-02-15
5472,317,HIGH,4,0,2025-02-15
5010,802,MEDIUM,4,0,2025-02-15
5945,441,MEDIUM,0,0,2025-02-15
5373,762,LOW,1,0,2025-02-15
5092,425,HIGH,4,5000,2025-02-15
2952,627,LOW,2,0,2025-02-15
5723,569,MEDIUM,0,0,2025-02-15
5047,390,HIGH,1,0,2025-02-15
5555,321,MEDIUM,3,0,2025-02-15
1332,684,LOW,1,0,2025-02-15
5228,302,MEDIUM,0,0,2025-02-15
1280,634,LOW,2,0,2025-02-15
1445,823,MEDIUM,1,0,2025-02-15
5772,766,LOW,4,0,2025-02-15
5656,482,MEDIUM,0,0,2025-02-15
5569,750,HIGH,3,0,2025-02-15
5045,739,HIGH,4,0,2025-02-15
5900,324,LOW,3,0,2025-02-15
5572,730,MEDIUM,2,0,2025-02-15
5567,587,HIGH,3,0,2025-02-15
5174,527,LOW,3,0,2025-02-15
1409,697,LOW,1,0,2025-02-15
5969,640,LOW,3,0,2025-02-15
5979,804,MEDIUM,3,0,2025-02-15
5258,738,LOW,0,0,2025-02-15
3033,673,MEDIUM,1,0,2025-02-15
2978,835,LOW,1,0,2025-02-15
5442,335,HIGH,0,0,2025-02-15
3187,790,MEDIUM,1,0,2025-02-15
5091,434,LOW,0,0,2025-02-15
4864,607,MEDIUM,0,0,2025-02-15
2091,692,MEDIUM,2,0,2025-02-15
5848,714,MEDIUM,2,0,2025-02-15
5372,407,LOW,4,0,2025-02-15
5064,334,HIGH,1,5000,2025-02-15
2227,848,MEDIUM,0,0,2025-02-15
5972,612,MEDIUM,4,0,2025-02-15
5197,530,MEDIUM,4,0,2025-02-15
2785,624,LOW,1,0,2025-02-15
5799,377,HIGH,0,0,2025-02-15
3376,790,LOW,0,0,2025-02-15
5065,361,MEDIUM,3,0,2025-02-15
3065,664,LOW,2,0,2025-02-15
4819,803,LOW,2,0,2025-02-15
3721,622,MEDIUM,2,0,2025-02-15
5044,586,LOW,4,0,2025-02-15
5075,338,HIGH,3,0,2025-02-15
1267,693,MEDIUM,2,0,2025-02-15
1386,605,LOW,1,0,2025-02-15
5288,375,LOW,4,0,2025-02-15
5894,437,HIGH,2,0,2025-02-15
5351,463,HIGH,2,0,2025-02-15
5579,516,HIGH,0,0,2025-02-15
5767,429,MEDIUM,4,5000,2025-02-15
5938,723,MEDIUM,2,0,2025-02-15
5568,446,MEDIUM,3,0,2025-02-15
4188,629,MEDIUM,1,0,2025-02-15
5354,606,MEDIUM,1,0,2025-02-15
5413,370,LOW,0,0,2025-02-15
5180,718,HIGH,0,5000,2025-02-15
5651,612,HIGH,4,0,2025-02-15
5648,531,MEDIUM,0,0,2025-02-15
5026,683,HIGH,1,0,2025-02-15
5120,462,LOW,2,0,2025-02-15
4964,759,LOW,0,0,2025-02-15
5619,598,LOW,2,5000,2025-02-15
5061,725,MEDIUM,1,0,2025-02-15
5294,366,HIGH,2,0,2025-02-15
5893,510,LOW,1,5000,2025-02-15
5116,820,MEDIUM,4,0,2025-02-15
3317,719,LOW,0,0,2025-02-15
5033,512,HIGH,3,0,2025-02-15
5464,414,MEDIUM,3,0,2025-02-15
2509,631,MEDIUM,2,0,2025-02-15
5875,504,LOW,2,5000,2025-02-15
2247,702,LOW,2,0,2025-02-15
5108,586,MEDIUM,4,0,2025-02-15
5800,516,LOW,2,0,2025-02-15
2798,743,LOW,2,0,2025-02-15
1424,813,LOW,2,0,2025-02-15
5814,678,MEDIUM,2,0,2025-02-15
5632,373,LOW,4,0,2025-02-15
1927,747,LOW,1,0,2025-02-15
5667,760,HIGH,3,0,2025-02-15
1259,792,MEDIUM,1,0,2025-02-15
5038,612,HIGH,2,0,2025-02-15
5755,439,HIGH,1,0,2025-02-15
3003,600,LOW,1,0,2025-02-15
5587,629,LOW,2,0,2025-02-15
5465,390,HIGH,0,0,2025-02-15
4059,843,LOW,1,0,2025-02-15
5166,677,LOW,0,5000,2025-02-15
5235,317,LOW,4,0,2025-02-15
1875,833,MEDIUM,2,0,2025-02-15
3119,659,MEDIUM,0,0,2025-02-15
5402,359,LOW,1,0,2025-02-15
5350,805,MEDIUM,0,0,2025-02-15
5688,361,LOW,4,5000,2025-02-15
1680,752,LOW,0,0,2025-02-15
5846,814,MEDIUM,3,0,2025-02-15
2616,716,MEDIUM,0,0,2025-02-15
3889,653,LOW,2,0,2025-02-15
3788,780,MEDIUM,0,0,2025-02-15
2549,643,LOW,2,0,2025-02-15
3597,823,LOW,2,0,2025-02-15
5841,449,HIGH,4,0,2025-02-15
5085,580,LOW,4,0,2025-02-15
1885,727,LOW,1,0,2025-02-15
5348,636,LOW,3,0,2025-02-15
5818,591,MEDIUM,2,0,2025-02-15
4203,645,LOW,0,0,2025-02-15
1520,835,MEDIUM,1,0,2025-02-15
1282,606,LOW,1,0,2025-02-15
1763,802,MEDIUM,1,0,2025-02-15
5760,743,LOW,0,5000,2025-02-15
1287,664,LOW,0,0,2025-02-15
3035,656,LOW,2,0,2025-02-15
5408,535,MEDIUM,3,0,2025-02-15
5724,712,LOW,1,5000,2025-02-15
5367,535,LOW,3,0,2025-02-15
5612,416,HIGH,4,5000,2025-02-15
4219,720,MEDIUM,0,0,2025-02-15
5360,627,HIGH,4,0,2025-02-15
4350,779,MEDIUM,1,0,2025-02-15
5027,655,MEDIUM,4,0,2025-02-15
5392,684,MEDIUM,3,0,2025-02-15
5604,754,HIGH,0,0,2025-02-15
5509,578,MEDIUM,1,0,2025-02-15
5275,749,LOW,4,5000,2025-02-15
5176,343,MEDIUM,0,0,2025-02-15
2204,711,LOW,1,0,2025-02-15
4900,781,LOW,1,0,2025-02-15
5292,414,MEDIUM,1,5000,2025-02-15
5646,394,MEDIUM,3,0,2025-02-15
5309,713,HIGH,2,0,2025-02-15
5961,771,MEDIUM,0,0,2025-02-15
5970,430,MEDIUM,4,0,2025-02-15
3585,684,LOW,0,0,2025-02-15
5314,844,LOW,1,0,2025-02-15
2150,655,LOW,2,0,2025-02-15
5172,320,MEDIUM,2,0,2025-02-15
5649,438,LOW,4,5000,2025-02-15
5002,572,MEDIUM,4,5000,2025-02-15
5699,806,MEDIUM,2,5000,2025-02-15
5441,355,MEDIUM,4,0,2025-02-15
4395,788,LOW,0,0,2025-02-15
5136,409,MEDIUM,2,5000,2025-02-15
4919,841,MEDIUM,2,0,2025-02-15
5703,380,HIGH,4,0,2025-02-15
5131,763,MEDIUM,1,5000,2025-02-15
5480,411,MEDIUM,1,5000,2025-02-15
5976,556,MEDIUM,4,0,2025-02-15
5361,449,LOW,0,0,2025-02-15
5323,771,LOW,1,5000,2025-02-15
1562,752,LOW,1,0,2025-02-15
5563,479,HIGH,4,0,2025-02-15
4161,781,MEDIUM,1,0,2025-02-15
5565,821,MEDIUM,4,0,2025-02-15
5635,779,HIGH,3,5000,2025-02-15
1748,802,MEDIUM,2,0,2025-02-15
5278,441,LOW,3,0,2025-02-15
5039,406,LOW,1,5000,2025-02-15
5668,710,MEDIUM,0,5000,2025-02-15
5035,451,MEDIUM,0,0,2025-02-15
5763,705,HIGH,4,0,2025-02-15
5793,479,HIGH,3,0,2025-02-15
1305,655,MEDIUM,2,0,2025-02-15
3002,677,MEDIUM,2,0,2025-02-15
5700,704,MEDIUM,4,0,2025-02-15
4136,712,MEDIUM,1,0,2025-02-15
3924,757,LOW,0,0,2025-02-15
5135,379,LOW,0,5000,2025-02-15
5203,738,MEDIUM,3,5000,2025-02-15
5931,457,HIGH,3,0,2025-02-15
5711,555,HIGH,1,5000,2025-02-15
5114,566,MEDIUM,1,0,2025-02-15
4880,687,LOW,2,0,2025-02-15
1639,723,LOW,0,0,2025-02-15
2565,734,LOW,2,0,2025-02-15
5015,377,HIGH,2,5000,2025-02-15
5692,694,LOW,2,0,2025-02-15
3420,837,MEDIUM,0,0,2025-02-15
5256,486,MEDIUM,1,0,2025-02-15
5156,794,MEDIUM,2,0,2025-02-15
4745,601,LOW,1,0,2025-02-15
5845,715,MEDIUM,1,0,2025-02-15
5885,671,HIGH,0,0,2025-02-15
1048,717,LOW,2,0,2025-02-15
5333,305,MEDIUM,4,0,2025-02-15
1050,809,MEDIUM,0,0,2025-02-15
3154,625,LOW,0,0,2025-02-15
5964,411,MEDIUM,1,5000,2025-02-15
2534,832,MEDIUM,2,0,2025-02-15
5592,747,LOW,3,0,2025-02-15
5728,532,LOW,3,0,2025-02-15
4363,814,LOW,2,0,2025-02-15
3829,719,MEDIUM,2,0,2025-02-15
5298,752,HIGH,4,0,2025-02-15
5669,758,LOW,3,0,2025-02-15
5647,604,HIGH,1,0,2025-02-15
2130,655,MEDIUM,0,0,2025-02-15
5234,710,HIGH,4,5000,2025-02-15
5102,699,HIGH,2,0,2025-02-15
5207,562,LOW,1,0,2025-02-15
1710,775,MEDIUM,1,0,2025-02-15
5768,567,HIGH,3,0,2025-02-15
1963,848,MEDIUM,1,0,2025-02-15
5265,648,MEDIUM,2,0,2025-02-15
5111,407,LOW,3,0,2025-02-15
5606,720,LOW,0,5000,2025-02-15
5475,727,LOW,1,0,2025-02-15
5596,322,LOW,2,5000,2025-02-15
5363,462,MEDIUM,4,0,2025-02-15
4494,634,LOW,2,0,2025-02-15
5299,696,LOW,2,0,2025-02-15
5896,826,HIGH,1,0,2025-02-15
2917,705,LOW,0,0,2025-02-15
5385,558,HIGH,0,0,2025-02-15
5792,385,LOW,1,5000,2025-02-15
5968,631,MEDIUM,3,0,2025-02-15
5069,499,MEDIUM,0,0,2025-02-15
4078,842,LOW,0,0,2025-02-15
5916,607,MEDIUM,2,0,2025-02-15
5751,555,HIGH,1,0,2025-02-15
5590,720,MEDIUM,2,5000,2025-02-15
5500,842,LOW,4,0,2025-02-15
2274,680,LOW,0,0,2025-02-15
5485,841,HIGH,1,0,2025-02-15
5553,764,MEDIUM,3,5000,2025-02-15
5463,440,HIGH,0,0,2025-02-15
5804,574,HIGH,0,0,2025-02-15
5324,386,LOW,2,0,2025-02-15
5708,391,MEDIUM,2,0,2025-02-15
5490,650,HIGH,0,0,2025-02-15
5858,455,HIGH,3,0,2025-02-15
5237,327,MEDIUM,3,0,2025-02-15
5430,786,LOW,4,0,2025-02-15
5377,588,MEDIUM,1,5000,2025-02-15
5960,572,HIGH,1,0,2025-02-15
5375,769,LOW,3,0,2025-02-15
5032,798,LOW,2,0,2025-02-15
5501,497,HIGH,4,0,2025-02-15
5853,532,LOW,1,0,2025-02-15
5262,405,LOW,2,0,2025-02-15
2721,815,LOW,2,0,2025-02-15
5280,499,HIGH,4,5000,2025-02-15
4597,728,MEDIUM,0,0,2025-02-15
5494,711,HIGH,4,0,2025-02-15
1308,648,LOW,1,0,2025-02-15
